Time,Day-ahead Total Load Forecast [6.1.B],Actual Total Load [6.1.A]
18:45 - 19:00,75281,79898
19:00 - 19:15,74831,80008
19:15 - 19:30,74030,79077
19:30 - 19:45,73869,78407
19:45 - 20:00,73192,77433
20:00 - 20:15,71760,75835
20:15 - 20:30,69800,74056
20:30 - 20:45,68756,72762
20:45 - 21:00,67569,71456
21:00 - 21:15,66694,70082
21:15 - 21:30,65866,69383
21:30 - 21:45,65133,68273
21:45 - 22:00,64110,67389
22:00 - 22:15,64367,67683
22:15 - 22:30,61090,66735
22:30 - 22:45,62610,65489
22:45 - 23:00,61420,64184
23:00 - 23:15,60227,63595
23:15 - 23:30,59156,62429
23:30 - 23:45,58102,61469
23:45 - 00:00,57172,60335
00:00 - 00:15,57006,59869
00:15 - 00:30,56074,58952
00:30 - 00:45,55324,58089
00:45 - 01:00,54595,57239
01:00 - 01:15,53826,56700
01:15 - 01:30,53260,56127
01:30 - 01:45,53027,55637
01:45 - 02:00,52651,55207
02:00 - 02:15,52208,54876
02:15 - 02:30,51996,54479
02:30 - 02:45,52008,54487
02:45 - 03:00,51879,54098
03:00 - 03:15,51856,54189
03:15 - 03:30,51769,53994
03:30 - 03:45,51832,54041
03:45 - 04:00,51933,54230
04:00 - 04:15,52172,54461
04:15 - 04:30,52273,54466
04:30 - 04:45,52575,54626
04:45 - 05:00,52879,54650
05:00 - 05:15,53506,55178
05:15 - 05:30,53665,55165
05:30 - 05:45,54206,55234
05:45 - 06:00,54752,55215
06:00 - 06:15,55450,55453
06:15 - 06:30,56210,55886
06:30 - 06:45,56796,56090
06:45 - 07:00,57468,56796
07:00 - 07:15,58626,57876
07:15 - 07:30,59463,59045
07:30 - 07:45,60217,60325
07:45 - 08:00,61151,61701
08:00 - 08:15,62478,63211
08:15 - 08:30,63423,64154
08:30 - 08:45,64444,65017
08:45 - 09:00,65277,66070
09:00 - 09:15,66091,66960
09:15 - 09:30,66795,67739
09:30 - 09:45,67704,68103
09:45 - 10:00,68313,68660
10:00 - 10:15,69010,68841
10:15 - 10:30,69312,69190
10:30 - 10:45,69811,69458
10:45 - 11:00,70100,69302
11:00 - 11:15,70660,69560
11:15 - 11:30,70795,70309
11:30 - 11:45,71302,70248
11:45 - 12:00,70734,69707
12:00 - 12:15,69970,69175
12:15 - 12:30,69374,68866
12:30 - 12:45,69128,68516
12:45 - 13:00,69203,67922
13:00 - 13:15,68827,67352
13:15 - 13:30,67775,66781
13:30 - 13:45,67748,66331
13:45 - 14:00,66914,65596
14:00 - 14:15,66448,65621
14:15 - 14:30,66559,65391
14:30 - 14:45,66392,65494
14:45 - 15:00,62515,65073
15:00 - 15:15,65678,65112
15:15 - 15:30,65042,64825
15:30 - 15:45,59779,64497
15:45 - 16:00,63488,64187
16:00 - 16:15,63643,64037
16:15 - 16:30,63323,64321
16:30 - 16:45,63368,64460
16:45 - 17:00,63718,64417
17:00 - 17:15,63876,64403
17:15 - 17:30,64387,65037
17:30 - 17:45,65166,65644
17:45 - 18:00,65858,66567
18:00 - 18:15,66830,68063
18:15 - 18:30,64118,68940
18:30 - 18:45,68841,69832
18:45 - 19:00,69072,70233
19:00 - 19:15,68874,69865
19:15 - 19:30,67979,69390
19:30 - 19:45,67206,68553
19:45 - 20:00,66314,67554
20:00 - 20:15,65118,66085
20:15 - 20:30,63703,64658
20:30 - 20:45,62552,63514
20:45 - 21:00,61659,62533
21:00 - 21:15,61038,62108
21:15 - 21:30,60673,61473
21:30 - 21:45,59720,61152
21:45 - 22:00,59336,60676
22:00 - 22:15,60097,61290
22:15 - 22:30,59600,60792
22:30 - 22:45,58604,59725
22:45 - 23:00,57498,58925
23:00 - 23:15,53839,57308
23:15 - 23:30,52975,56201
23:30 - 23:45,51909,55435
23:45 - 00:00,53785,54215
00:00 - 00:15,52604,53763
00:15 - 00:30,52018,52782
00:30 - 00:45,51295,52355
00:45 - 01:00,50616,51805
01:00 - 01:15,49962,50851
01:15 - 01:30,49441,50297
01:30 - 01:45,49127,50180
01:45 - 02:00,48644,49828
02:00 - 02:15,48527,49480
02:15 - 02:30,48211,49226
02:30 - 02:45,48333,48986
02:45 - 03:00,48129,49137
03:00 - 03:15,48084,49021
03:15 - 03:30,47874,48972
03:30 - 03:45,47824,49079
03:45 - 04:00,48071,48881
04:00 - 04:15,48097,49071
04:15 - 04:30,48196,49192
04:30 - 04:45,48419,49391
04:45 - 05:00,48615,49317
05:00 - 05:15,49076,49444
05:15 - 05:30,49148,49248
05:30 - 05:45,49442,48930
05:45 - 06:00,49738,48773
06:00 - 06:15,49844,48393
06:15 - 06:30,50035,48527
06:30 - 06:45,50526,48577
06:45 - 07:00,51113,48947
07:00 - 07:15,51897,49529
07:15 - 07:30,52645,50327
07:30 - 07:45,53556,51318
07:45 - 08:00,54302,52464
08:00 - 08:15,55471,54023
08:15 - 08:30,56176,55171
08:30 - 08:45,56936,56114
08:45 - 09:00,57321,56849
09:00 - 09:15,58419,57732
09:15 - 09:30,59369,58709
09:30 - 09:45,59829,59328
09:45 - 10:00,60689,59972
10:00 - 10:15,61541,61035
10:15 - 10:30,62348,61952
10:30 - 10:45,62856,62575
10:45 - 11:00,63618,62976
11:00 - 11:15,64109,63847
11:15 - 11:30,64876,64678
11:30 - 11:45,65584,64914
11:45 - 12:00,65265,64377
12:00 - 12:15,64863,64428
12:15 - 12:30,64014,63887
12:30 - 12:45,63822,63644
12:45 - 13:00,63850,62746
13:00 - 13:15,63528,61954
13:15 - 13:30,62672,61418
13:30 - 13:45,61901,60965
13:45 - 14:00,61560,60062
14:00 - 14:15,60745,60015
14:15 - 14:30,60955,59832
14:30 - 14:45,60558,59452
14:45 - 15:00,60637,58811
15:00 - 15:15,59468,58649
15:15 - 15:30,55529,58658
15:30 - 15:45,58218,58273
15:45 - 16:00,58558,57744
16:00 - 16:15,58350,58070
16:15 - 16:30,58343,58291
16:30 - 16:45,58107,58169
16:45 - 17:00,58157,58409
17:00 - 17:15,55689,59339
17:15 - 17:30,59080,59820
17:30 - 17:45,56943,60457
17:45 - 18:00,60289,61256
18:00 - 18:15,61835,62779
18:15 - 18:30,60233,63943
18:30 - 18:45,61371,65540
18:45 - 19:00,65086,66757
19:00 - 19:15,65290,66915
19:15 - 19:30,65162,66177
19:30 - 19:45,65424,66020
19:45 - 20:00,64644,65412
20:00 - 20:15,63933,65074
20:15 - 20:30,62679,63689
20:30 - 20:45,61677,62615
20:45 - 21:00,60781,61581
21:00 - 21:15,60463,61459
21:15 - 21:30,60005,60850
21:30 - 21:45,59584,60571
21:45 - 22:00,59341,60865
22:00 - 22:15,60220,61861
22:15 - 22:30,59845,61165
22:30 - 22:45,58977,60464
22:45 - 23:00,57857,59409
23:00 - 23:15,56773,58403
23:15 - 23:30,55820,57489
23:30 - 23:45,51504,56117
23:45 - 00:00,54334,55542
00:00 - 00:15,52604,54520
00:15 - 00:30,51882,54046
00:30 - 00:45,51434,53485
00:45 - 01:00,50816,53087
01:00 - 01:15,50267,53042
01:15 - 01:30,49849,52586
01:30 - 01:45,49680,52479
01:45 - 02:00,49495,52163
02:00 - 02:15,49171,52068
02:15 - 02:30,49052,51964
02:30 - 02:45,48976,51884
02:45 - 03:00,48952,52157
03:00 - 03:15,49145,52493
03:15 - 03:30,49169,52880
03:30 - 03:45,49217,52937
03:45 - 04:00,49488,53322
04:00 - 04:15,50212,54163
04:15 - 04:30,50565,54558
04:30 - 04:45,51121,55158
04:45 - 05:00,51834,55948
05:00 - 05:15,53434,57967
05:15 - 05:30,54332,59039
05:30 - 05:45,55804,60753
05:45 - 06:00,57499,62591
06:00 - 06:15,60707,66013
06:15 - 06:30,63300,68447
06:30 - 06:45,65361,70277
06:45 - 07:00,67003,71538
07:00 - 07:15,68969,73962
07:15 - 07:30,70103,75142
07:30 - 07:45,70853,76444
07:45 - 08:00,71680,77386
08:00 - 08:15,72764,78545
08:15 - 08:30,73246,79156
08:30 - 08:45,73780,79466
08:45 - 09:00,74074,79741
09:00 - 09:15,73980,79072
09:15 - 09:30,74694,79474
09:30 - 09:45,72541,79761
09:45 - 10:00,72914,80095
10:00 - 10:15,73317,80227
10:15 - 10:30,73400,80411
10:30 - 10:45,73644,80740
10:45 - 11:00,74054,81219
11:00 - 11:15,74629,81470
11:15 - 11:30,75288,81539
11:30 - 11:45,75647,81653
11:45 - 12:00,75526,81636
12:00 - 12:15,74891,80718
12:15 - 12:30,74550,80256
12:30 - 12:45,74375,80216
12:45 - 13:00,74681,79886
13:00 - 13:15,74930,80102
13:15 - 13:30,74382,79896
13:30 - 13:45,73958,79704
13:45 - 14:00,72623,79112
14:00 - 14:15,72655,78970
14:15 - 14:30,72686,78923
14:30 - 14:45,72476,78511
14:45 - 15:00,73666,78372
15:00 - 15:15,73415,77558
15:15 - 15:30,72783,76870
15:30 - 15:45,71821,76266
15:45 - 16:00,72004,75384
16:00 - 16:15,71436,75362
16:15 - 16:30,71216,75007
16:30 - 16:45,70731,74757
16:45 - 17:00,70638,74258
17:00 - 17:15,70471,74626
17:15 - 17:30,71022,74783
17:30 - 17:45,71546,75383
17:45 - 18:00,71863,75402
18:00 - 18:15,70805,76416
18:15 - 18:30,72268,77362
18:30 - 18:45,75253,79135
18:45 - 19:00,76123,80470
19:00 - 19:15,76217,81158
19:15 - 19:30,75895,80697
19:30 - 19:45,75391,79955
19:45 - 20:00,74716,79100
20:00 - 20:15,73084,77489
20:15 - 20:30,71822,75917
20:30 - 20:45,68907,74699
20:45 - 21:00,67731,73341
21:00 - 21:15,66789,72246
21:15 - 21:30,67821,71346
21:30 - 21:45,64991,70004
21:45 - 22:00,64265,68879
22:00 - 22:15,65569,68830
22:15 - 22:30,64723,68151
22:30 - 22:45,62320,66773
22:45 - 23:00,62054,65263
23:00 - 23:15,58612,63430
23:15 - 23:30,57188,62354
23:30 - 23:45,58242,61301
23:45 - 00:00,57374,60187
00:00 - 00:15,57019,59387
00:15 - 00:30,56079,58678
00:30 - 00:45,55305,57583
00:45 - 01:00,54511,57012
01:00 - 01:15,53918,56711
01:15 - 01:30,53343,56480
01:30 - 01:45,53078,56114
01:45 - 02:00,52615,55704
02:00 - 02:15,52265,55414
02:15 - 02:30,52026,55380
02:30 - 02:45,52170,55650
02:45 - 03:00,52150,55653
03:00 - 03:15,52299,55934
03:15 - 03:30,52454,55923
03:30 - 03:45,52631,56123
03:45 - 04:00,52924,56062
04:00 - 04:15,53452,56296
04:15 - 04:30,53815,57076
04:30 - 04:45,54377,57760
04:45 - 05:00,55129,58448
05:00 - 05:15,56476,59793
05:15 - 05:30,57306,60515
05:30 - 05:45,58597,62126
05:45 - 06:00,60113,63712
06:00 - 06:15,63191,66895
06:15 - 06:30,65270,69048
06:30 - 06:45,67137,70526
06:45 - 07:00,68490,72193
07:00 - 07:15,70436,74200
07:15 - 07:30,70795,75254
07:30 - 07:45,71893,75951
07:45 - 08:00,72768,76653
08:00 - 08:15,73822,77738
08:15 - 08:30,74204,77976
08:30 - 08:45,74468,77833
08:45 - 09:00,74707,77868
09:00 - 09:15,74379,77519
09:15 - 09:30,74908,77919
09:30 - 09:45,75129,77899
09:45 - 10:00,75394,78086
10:00 - 10:15,75463,78028
10:15 - 10:30,75622,78431
10:30 - 10:45,75909,78526
10:45 - 11:00,76378,78703
11:00 - 11:15,76663,78945
11:15 - 11:30,76826,79272
11:30 - 11:45,77262,79600
11:45 - 12:00,77069,79406
12:00 - 12:15,76248,78379
12:15 - 12:30,75603,77842
12:30 - 12:45,75692,77486
12:45 - 13:00,75837,77738
13:00 - 13:15,75801,77809
13:15 - 13:30,75136,77602
13:30 - 13:45,74613,77177
13:45 - 14:00,74102,76668
14:00 - 14:15,73411,76640
14:15 - 14:30,73514,76505
14:30 - 14:45,72857,76113
14:45 - 15:00,72907,75833
15:00 - 15:15,72598,75891
15:15 - 15:30,71651,75232
15:30 - 15:45,71325,74645
15:45 - 16:00,70903,74219
16:00 - 16:15,70604,73639
16:15 - 16:30,70190,73159
16:30 - 16:45,70168,72693
16:45 - 17:00,69972,72390
17:00 - 17:15,70256,72531
17:15 - 17:30,70500,72697
17:30 - 17:45,71115,73341
17:45 - 18:00,71659,73864
18:00 - 18:15,72699,74582
18:15 - 18:30,73768,75621
18:30 - 18:45,75171,77632
18:45 - 19:00,75815,79342
19:00 - 19:15,75782,80182
19:15 - 19:30,75496,79737
19:30 - 19:45,75041,79421
19:45 - 20:00,74131,78438
20:00 - 20:15,72758,76830
20:15 - 20:30,71378,75124
20:30 - 20:45,70246,73750
20:45 - 21:00,69061,72440
21:00 - 21:15,67922,71137
21:15 - 21:30,67309,69921
21:30 - 21:45,66222,68817
21:45 - 22:00,65009,67564
22:00 - 22:15,65142,67160
22:15 - 22:30,64375,66155
22:30 - 22:45,63238,64768
22:45 - 23:00,61725,63550
23:00 - 23:15,60380,62026
23:15 - 23:30,59194,60639
23:30 - 23:45,58267,59920
23:45 - 00:00,57299,58926
00:00 - 00:15,57025,58124
00:15 - 00:30,56604,57323
00:30 - 00:45,55423,56348
00:45 - 01:00,55219,55714
01:00 - 01:15,54645,55428
01:15 - 01:30,53597,55296
01:30 - 01:45,53356,54837
01:45 - 02:00,52511,54446
02:00 - 02:15,52635,54002
02:15 - 02:30,52299,53685
02:30 - 02:45,52072,53966
02:45 - 03:00,52045,54235
03:00 - 03:15,52163,54325
03:15 - 03:30,52200,54264
03:30 - 03:45,52280,54946
03:45 - 04:00,52549,55149
04:00 - 04:15,53230,55566
04:15 - 04:30,53523,56054
04:30 - 04:45,54120,56940
04:45 - 05:00,54805,57629
05:00 - 05:15,56184,59188
05:15 - 05:30,56936,60200
05:30 - 05:45,58335,61509
05:45 - 06:00,59910,63033
06:00 - 06:15,62944,66265
06:15 - 06:30,65043,68462
06:30 - 06:45,66907,70012
06:45 - 07:00,68470,71504
07:00 - 07:15,70234,73171
07:15 - 07:30,71551,74206
07:30 - 07:45,72657,75111
07:45 - 08:00,73569,75953
08:00 - 08:15,74348,76870
08:15 - 08:30,74789,77064
08:30 - 08:45,74991,77085
08:45 - 09:00,75097,77398
09:00 - 09:15,75145,77166
09:15 - 09:30,75286,77394
09:30 - 09:45,75742,77681
09:45 - 10:00,76302,78124
10:00 - 10:15,76626,78216
10:15 - 10:30,76909,78512
10:30 - 10:45,77149,78894
10:45 - 11:00,77384,79124
11:00 - 11:15,78129,79445
11:15 - 11:30,78582,79718
11:30 - 11:45,78594,79748
11:45 - 12:00,78466,79755
12:00 - 12:15,77729,78815
12:15 - 12:30,77506,78258
12:30 - 12:45,77142,78238
12:45 - 13:00,77163,78433
13:00 - 13:15,77495,78253
13:15 - 13:30,76518,77793
13:30 - 13:45,76117,77355
13:45 - 14:00,75394,76541
14:00 - 14:15,74626,76492
14:15 - 14:30,74866,76404
14:30 - 14:45,74773,76089
14:45 - 15:00,75065,75616
15:00 - 15:15,75014,75509
15:15 - 15:30,74257,75047
15:30 - 15:45,73774,74402
15:45 - 16:00,72531,73945
16:00 - 16:15,73143,73812
16:15 - 16:30,71937,73369
16:30 - 16:45,71349,73018
16:45 - 17:00,71608,72809
17:00 - 17:15,71897,73003
17:15 - 17:30,71925,73301
17:30 - 17:45,72358,73852
17:45 - 18:00,73271,74230
18:00 - 18:15,74549,74874
18:15 - 18:30,75815,76217
18:30 - 18:45,75705,78045
18:45 - 19:00,76752,79816
19:00 - 19:15,78020,80873
19:15 - 19:30,76463,80274
19:30 - 19:45,75720,79761
19:45 - 20:00,74817,78754
20:00 - 20:15,73496,76992
20:15 - 20:30,72205,75527
20:30 - 20:45,71251,74136
20:45 - 21:00,70069,72737
21:00 - 21:15,69070,71220
21:15 - 21:30,68399,70157
21:30 - 21:45,67318,69298
21:45 - 22:00,66331,68134
22:00 - 22:15,66265,67572
22:15 - 22:30,65479,66778
22:30 - 22:45,64140,65402
22:45 - 23:00,62668,63861
23:00 - 23:15,61253,62211
23:15 - 23:30,60005,60819
23:30 - 23:45,58977,59742
23:45 - 00:00,57960,58775
00:00 - 00:15,56412,58333
00:15 - 00:30,55667,57519
00:30 - 00:45,55087,57058
00:45 - 01:00,54463,56202
01:00 - 01:15,53866,55634
01:15 - 01:30,53379,55016
01:30 - 01:45,53170,54761
01:45 - 02:00,52940,54470
02:00 - 02:15,52586,54137
02:15 - 02:30,52370,54100
02:30 - 02:45,52356,54169
02:45 - 03:00,52326,54228
03:00 - 03:15,52502,54453
03:15 - 03:30,52580,54602
03:30 - 03:45,52810,54888
03:45 - 04:00,52959,55006
04:00 - 04:15,53497,55752
04:15 - 04:30,53880,56319
04:30 - 04:45,54422,57042
04:45 - 05:00,55005,57768
05:00 - 05:15,56490,59379
05:15 - 05:30,57346,60389
05:30 - 05:45,58623,61928
05:45 - 06:00,60012,63514
06:00 - 06:15,62949,66249
06:15 - 06:30,65199,68091
06:30 - 06:45,67039,69720
06:45 - 07:00,68640,71238
07:00 - 07:15,70403,73539
07:15 - 07:30,70918,74656
07:30 - 07:45,72095,75573
07:45 - 08:00,72873,76353
08:00 - 08:15,73494,77166
08:15 - 08:30,74086,77753
08:30 - 08:45,74457,77741
08:45 - 09:00,74444,78058
09:00 - 09:15,74250,77749
09:15 - 09:30,74935,78244
09:30 - 09:45,74882,78475
09:45 - 10:00,75187,78506
10:00 - 10:15,75387,78879
10:15 - 10:30,75855,79119
10:30 - 10:45,76069,79394
10:45 - 11:00,76616,79840
11:00 - 11:15,76875,79771
11:15 - 11:30,77385,80139
11:30 - 11:45,77784,80233
11:45 - 12:00,77948,80331
12:00 - 12:15,77396,79713
12:15 - 12:30,76870,79140
12:30 - 12:45,76866,79068
12:45 - 13:00,77339,79146
13:00 - 13:15,77559,79432
13:15 - 13:30,75999,78763
13:30 - 13:45,75269,78201
13:45 - 14:00,76000,77601
14:00 - 14:15,74187,77793
14:15 - 14:30,74388,77311
14:30 - 14:45,74667,76932
14:45 - 15:00,74381,76609
15:00 - 15:15,74094,75996
15:15 - 15:30,73451,75722
15:30 - 15:45,72895,75110
15:45 - 16:00,72415,74376
16:00 - 16:15,72325,73954
16:15 - 16:30,71760,73673
16:30 - 16:45,71509,73214
16:45 - 17:00,71713,73196
17:00 - 17:15,72106,73326
17:15 - 17:30,71668,73819
17:30 - 17:45,71986,73946
17:45 - 18:00,72191,74716
18:00 - 18:15,72757,75443
18:15 - 18:30,73507,76256
18:30 - 18:45,74649,77952
18:45 - 19:00,75583,80105
19:00 - 19:15,76119,80823
19:15 - 19:30,75874,80332
19:30 - 19:45,75343,79664
19:45 - 20:00,74718,78716
20:00 - 20:15,73382,76913
20:15 - 20:30,72295,75542
20:30 - 20:45,71057,74305
20:45 - 21:00,69852,72916
21:00 - 21:15,68796,71515
21:15 - 21:30,67994,70635
21:30 - 21:45,66863,69286
21:45 - 22:00,65920,68310
22:00 - 22:15,65982,67891
22:15 - 22:30,65083,67001
22:30 - 22:45,63779,65947
22:45 - 23:00,62421,64670
23:00 - 23:15,61059,62857
23:15 - 23:30,59781,61504
23:30 - 23:45,58753,60363
23:45 - 00:00,57129,59257
00:00 - 00:15,55450,58645
00:15 - 00:30,55039,57612
00:30 - 00:45,54389,56767
00:45 - 01:00,53318,56343
01:00 - 01:15,52656,55713
01:15 - 01:30,52125,54970
01:30 - 01:45,52347,54729
01:45 - 02:00,52023,54659
02:00 - 02:15,51653,54519
02:15 - 02:30,51083,54457
02:30 - 02:45,51445,54420
02:45 - 03:00,51561,54626
03:00 - 03:15,51428,54679
03:15 - 03:30,51508,55008
03:30 - 03:45,51603,55039
03:45 - 04:00,51902,55211
04:00 - 04:15,52690,55873
04:15 - 04:30,53001,56348
04:30 - 04:45,53567,56864
04:45 - 05:00,54148,57498
05:00 - 05:15,55532,59242
05:15 - 05:30,56370,60078
05:30 - 05:45,57699,61363
05:45 - 06:00,59213,62733
06:00 - 06:15,62171,66106
06:15 - 06:30,64465,68351
06:30 - 06:45,66213,69928
06:45 - 07:00,67777,71778
07:00 - 07:15,69664,73566
07:15 - 07:30,70032,74874
07:30 - 07:45,71614,75870
07:45 - 08:00,72303,76313
08:00 - 08:15,73293,77162
08:15 - 08:30,73957,77667
08:30 - 08:45,74124,77785
08:45 - 09:00,74166,78180
09:00 - 09:15,73899,77926
09:15 - 09:30,74272,78373
09:30 - 09:45,74521,78723
09:45 - 10:00,74695,78942
10:00 - 10:15,74891,79929
10:15 - 10:30,75246,80289
10:30 - 10:45,75486,80424
10:45 - 11:00,75833,80446
11:00 - 11:15,75796,79762
11:15 - 11:30,76271,79949
11:30 - 11:45,76705,79717
11:45 - 12:00,76474,80043
12:00 - 12:15,75972,79775
12:15 - 12:30,75027,79188
12:30 - 12:45,75071,78455
12:45 - 13:00,74417,77944
13:00 - 13:15,73802,77784
13:15 - 13:30,73160,77256
13:30 - 13:45,72928,76690
13:45 - 14:00,72526,75962
14:00 - 14:15,71599,75658
14:15 - 14:30,71828,75554
14:30 - 14:45,70693,75052
14:45 - 15:00,70439,74432
15:00 - 15:15,70357,74007
15:15 - 15:30,69542,73540
15:30 - 15:45,69946,73162
15:45 - 16:00,69491,72286
16:00 - 16:15,69227,71911
16:15 - 16:30,69002,71671
16:30 - 16:45,69057,71478
16:45 - 17:00,68592,71182
17:00 - 17:15,69242,71826
17:15 - 17:30,69527,72329
17:30 - 17:45,69707,72354
17:45 - 18:00,69932,73241
18:00 - 18:15,70623,73792
18:15 - 18:30,71178,74476
18:30 - 18:45,72209,75533
18:45 - 19:00,73135,77170
19:00 - 19:15,73388,78357
19:15 - 19:30,72931,77836
19:30 - 19:45,72382,77251
19:45 - 20:00,71654,76339
20:00 - 20:15,70288,74809
20:15 - 20:30,69052,73249
20:30 - 20:45,67894,71892
20:45 - 21:00,66806,70653
21:00 - 21:15,65900,69516
21:15 - 21:30,65299,68811
21:30 - 21:45,64403,67806
21:45 - 22:00,63375,67065
22:00 - 22:15,63565,66952
22:15 - 22:30,62670,66151
22:30 - 22:45,61570,65004
22:45 - 23:00,60410,63906
23:00 - 23:15,59207,62188
23:15 - 23:30,57983,61049
23:30 - 23:45,56909,59903
23:45 - 00:00,55624,59040
00:00 - 00:15,54446,58398
00:15 - 00:30,53679,57296
00:30 - 00:45,53107,56628
00:45 - 01:00,52511,55763
01:00 - 01:15,51868,55303
01:15 - 01:30,51410,54890
01:30 - 01:45,51146,54473
01:45 - 02:00,50679,53920
02:00 - 02:15,50228,53688
02:15 - 02:30,49890,53497
02:30 - 02:45,49808,53449
02:45 - 03:00,49806,53264
03:00 - 03:15,49773,53268
03:15 - 03:30,49732,53180
03:30 - 03:45,49652,53395
03:45 - 04:00,49795,53228
04:00 - 04:15,50090,53341
04:15 - 04:30,50125,53596
04:30 - 04:45,50367,53820
04:45 - 05:00,50507,53988
05:00 - 05:15,51020,54279
05:15 - 05:30,51102,54246
05:30 - 05:45,51313,54194
05:45 - 06:00,51512,53985
06:00 - 06:15,51765,54002
06:15 - 06:30,52284,54489
06:30 - 06:45,52710,55143
06:45 - 07:00,53467,55811
07:00 - 07:15,54532,56964
07:15 - 07:30,55330,57891
07:30 - 07:45,56482,58926
07:45 - 08:00,57473,59932
08:00 - 08:15,58638,61470
08:15 - 08:30,59878,62386
08:30 - 08:45,60790,63283
08:45 - 09:00,61368,64312
09:00 - 09:15,62461,65378
09:15 - 09:30,63390,66373
09:30 - 09:45,63918,67206
09:45 - 10:00,64434,67559
10:00 - 10:15,65074,67897
10:15 - 10:30,65364,67787
10:30 - 10:45,65587,68092
10:45 - 11:00,65891,68407
11:00 - 11:15,66145,68561
11:15 - 11:30,66541,69172
11:30 - 11:45,66677,69927
11:45 - 12:00,66423,69648
12:00 - 12:15,66223,69294
12:15 - 12:30,65582,68614
12:30 - 12:45,65312,68596
12:45 - 13:00,64893,68428
13:00 - 13:15,64369,67965
13:15 - 13:30,63766,67019
13:30 - 13:45,63047,66700
13:45 - 14:00,63078,66177
14:00 - 14:15,62154,65095
14:15 - 14:30,61724,64390
14:30 - 14:45,61390,64277
14:45 - 15:00,61061,64145
15:00 - 15:15,60940,64118
15:15 - 15:30,60443,63848
15:30 - 15:45,60238,63779
15:45 - 16:00,59899,63676
16:00 - 16:15,59883,63738
16:15 - 16:30,59667,63541
16:30 - 16:45,59716,63492
16:45 - 17:00,59866,63655
17:00 - 17:15,59939,64187
17:15 - 17:30,60361,64597
17:30 - 17:45,60972,65409
17:45 - 18:00,61682,66012
18:00 - 18:15,62880,66810
18:15 - 18:30,63454,67217
18:30 - 18:45,64094,67937
18:45 - 19:00,64557,68745
19:00 - 19:15,64856,69172
19:15 - 19:30,64422,68636
19:30 - 19:45,63846,67965
19:45 - 20:00,63000,66880
20:00 - 20:15,61814,66005
20:15 - 20:30,60496,64386
20:30 - 20:45,59573,63398
20:45 - 21:00,58853,62717
21:00 - 21:15,58177,61695
21:15 - 21:30,57697,60726
21:30 - 21:45,56916,60468
21:45 - 22:00,56439,59983
22:00 - 22:15,57120,60953
22:15 - 22:30,56489,60413
22:30 - 22:45,55764,59479
22:45 - 23:00,54801,58570
23:00 - 23:15,53634,57588
23:15 - 23:30,52864,56549
23:30 - 23:45,51919,55749
23:45 - 00:00,51244,54690
00:00 - 00:15,50105,53866
00:15 - 00:30,49451,52709
00:30 - 00:45,48883,51961
00:45 - 01:00,48296,51352
01:00 - 01:15,47627,50616
01:15 - 01:30,47140,50065
01:30 - 01:45,46794,49666
01:45 - 02:00,46328,48940
02:00 - 02:15,46187,48734
02:15 - 02:30,45925,48680
02:30 - 02:45,45597,48455
02:45 - 03:00,45763,48208
03:00 - 03:15,45746,48029
03:15 - 03:30,45670,47944
03:30 - 03:45,45709,48093
03:45 - 04:00,45883,47787
04:00 - 04:15,46130,47891
04:15 - 04:30,46129,47979
04:30 - 04:45,46391,48190
04:45 - 05:00,46443,48111
05:00 - 05:15,46733,48418
05:15 - 05:30,46689,48278
05:30 - 05:45,46699,48191
05:45 - 06:00,46595,47592
06:00 - 06:15,46212,46761
06:15 - 06:30,46287,46668
06:30 - 06:45,46282,47216
06:45 - 07:00,46704,47585
07:00 - 07:15,47392,48319
07:15 - 07:30,48143,49095
07:30 - 07:45,48907,50298
07:45 - 08:00,49662,51168
08:00 - 08:15,51046,52369
08:15 - 08:30,51944,53354
08:30 - 08:45,52906,54288
08:45 - 09:00,53509,55542
09:00 - 09:15,54734,56591
09:15 - 09:30,55764,57233
09:30 - 09:45,56217,57996
09:45 - 10:00,56971,58720
10:00 - 10:15,57813,59569
10:15 - 10:30,58463,60143
10:30 - 10:45,58978,60500
10:45 - 11:00,59850,61414
11:00 - 11:15,60744,61961
11:15 - 11:30,61445,62579
11:30 - 11:45,61824,62973
11:45 - 12:00,61554,62691
12:00 - 12:15,61362,62191
12:15 - 12:30,60594,61410
12:30 - 12:45,60366,60659
12:45 - 13:00,59841,59813
13:00 - 13:15,59202,59259
13:15 - 13:30,58549,58258
13:30 - 13:45,57982,57749
13:45 - 14:00,57696,56881
14:00 - 14:15,56954,56456
14:15 - 14:30,56470,55989
14:30 - 14:45,56064,55665
14:45 - 15:00,55585,55354
15:00 - 15:15,55249,55645
15:15 - 15:30,54968,55597
15:30 - 15:45,54700,55560
15:45 - 16:00,54864,55304
16:00 - 16:15,54631,54742
16:15 - 16:30,54759,54623
16:30 - 16:45,54686,55059
16:45 - 17:00,55223,55289
17:00 - 17:15,55762,56349
17:15 - 17:30,56376,56752
