Time,Day-ahead Total Load Forecast [6.1.B],Actual Total Load [6.1.A]
07:30 - 07:45,75288,82454
07:45 - 08:00,75929,82899
08:00 - 08:15,77097,83919
08:15 - 08:30,77545,84131
08:30 - 08:45,77695,84384
08:45 - 09:00,77610,84547
09:00 - 09:15,77402,84366
09:15 - 09:30,77563,84373
09:30 - 09:45,77867,84739
09:45 - 10:00,78040,84916
10:00 - 10:15,77855,84873
10:15 - 10:30,78095,84933
10:30 - 10:45,78295,85090
10:45 - 11:00,78719,85371
11:00 - 11:15,78598,85057
11:15 - 11:30,78659,84968
11:30 - 11:45,78997,85196
11:45 - 12:00,78824,84688
12:00 - 12:15,78488,83820
12:15 - 12:30,77865,83114
12:30 - 12:45,77868,83071
12:45 - 13:00,75870,82637
13:00 - 13:15,75537,82178
13:15 - 13:30,74972,81428
13:30 - 13:45,74465,80660
13:45 - 14:00,74378,80348
14:00 - 14:15,73707,79956
14:15 - 14:30,73549,79398
14:30 - 14:45,73655,79177
14:45 - 15:00,73772,78539
15:00 - 15:15,73844,79054
15:15 - 15:30,73534,78538
15:30 - 15:45,73241,78259
15:45 - 16:00,72631,77847
16:00 - 16:15,72748,77421
16:15 - 16:30,72661,77540
16:30 - 16:45,72729,77602
16:45 - 17:00,73991,77898
17:00 - 17:15,74937,79131
17:15 - 17:30,75976,80279
17:30 - 17:45,76818,82645
17:45 - 18:00,77517,83353
18:00 - 18:15,77649,83959
18:15 - 18:30,77640,83741
18:30 - 18:45,77496,83881
18:45 - 19:00,77395,83458
19:00 - 19:15,76822,82666
19:15 - 19:30,75999,81509
19:30 - 19:45,75479,80806
19:45 - 20:00,74691,79627
20:00 - 20:15,72901,78531
20:15 - 20:30,71520,76920
20:30 - 20:45,70475,75784
20:45 - 21:00,69400,74170
21:00 - 21:15,68260,73568
21:15 - 21:30,67763,72889
21:30 - 21:45,64939,71805
21:45 - 22:00,64042,71107
22:00 - 22:15,64405,71560
22:15 - 22:30,63880,71127
22:30 - 22:45,63044,70310
22:45 - 23:00,64076,69546
23:00 - 23:15,63020,68592
23:15 - 23:30,61861,67349
23:30 - 23:45,61025,66453
23:45 - 00:00,57989,65517
00:00 - 00:15,57432,65140
00:15 - 00:30,57077,64440
00:30 - 00:45,57951,63853
00:45 - 01:00,57320,63327
01:00 - 01:15,56807,62733
01:15 - 01:30,56174,62016
01:30 - 01:45,55715,61647
01:45 - 02:00,55227,61538
02:00 - 02:15,54646,60955
02:15 - 02:30,54201,60307
02:30 - 02:45,54036,60016
02:45 - 03:00,54016,59717
03:00 - 03:15,53735,59403
03:15 - 03:30,53409,59087
03:30 - 03:45,53395,58727
03:45 - 04:00,53471,58843
04:00 - 04:15,53519,58815
04:15 - 04:30,52332,58651
04:30 - 04:45,52354,58694
04:45 - 05:00,52460,58644
05:00 - 05:15,52641,58720
05:15 - 05:30,52627,58452
05:30 - 05:45,52545,58153
05:45 - 06:00,52498,58232
06:00 - 06:15,52659,57795
06:15 - 06:30,53355,58334
06:30 - 06:45,53965,59279
06:45 - 07:00,54588,60116
07:00 - 07:15,55798,61330
07:15 - 07:30,56498,62181
07:30 - 07:45,57642,62787
07:45 - 08:00,58354,63781
08:00 - 08:15,59552,65242
08:15 - 08:30,60511,66288
08:30 - 08:45,61214,67154
08:45 - 09:00,62001,67871
09:00 - 09:15,62768,69023
09:15 - 09:30,63513,69909
09:30 - 09:45,64454,70593
09:45 - 10:00,65052,70978
10:00 - 10:15,65220,71603
10:15 - 10:30,65876,71832
10:30 - 10:45,66450,72348
10:45 - 11:00,66118,72516
11:00 - 11:15,66024,72693
11:15 - 11:30,66521,73140
11:30 - 11:45,66661,72999
11:45 - 12:00,66357,72906
12:00 - 12:15,66147,72617
12:15 - 12:30,66105,72198
12:30 - 12:45,65429,71905
12:45 - 13:00,64762,71172
13:00 - 13:15,64288,70717
13:15 - 13:30,63676,69889
13:30 - 13:45,63172,69554
13:45 - 14:00,62588,68894
14:00 - 14:15,62109,68455
14:15 - 14:30,61582,67893
14:30 - 14:45,61317,67932
14:45 - 15:00,60894,67576
15:00 - 15:15,58089,67790
15:15 - 15:30,60279,67523
15:30 - 15:45,57751,67570
15:45 - 16:00,57676,67715
16:00 - 16:15,59880,67729
16:15 - 16:30,59983,67734
16:30 - 16:45,60029,67894
16:45 - 17:00,58544,68305
17:00 - 17:15,63069,69067
17:15 - 17:30,60690,70605
17:30 - 17:45,65522,72228
17:45 - 18:00,62924,74053
18:00 - 18:15,63390,75225
18:15 - 18:30,66943,75090
18:30 - 18:45,66810,74964
18:45 - 19:00,66442,74299
19:00 - 19:15,65917,73313
19:15 - 19:30,61680,72234
19:30 - 19:45,64682,71237
19:45 - 20:00,60252,70564
20:00 - 20:15,59240,69939
20:15 - 20:30,61058,68291
20:30 - 20:45,57076,67053
20:45 - 21:00,59233,66148
21:00 - 21:15,58727,64966
21:15 - 21:30,58303,64380
21:30 - 21:45,57747,63840
21:45 - 22:00,57340,63505
22:00 - 22:15,58606,64791
22:15 - 22:30,58394,64576
22:30 - 22:45,57589,63935
22:45 - 23:00,56765,63065
23:00 - 23:15,56108,61942
23:15 - 23:30,56302,61046
23:30 - 23:45,55644,60275
23:45 - 00:00,54867,59369
00:00 - 00:15,55281,58519
00:15 - 00:30,54582,57800
00:30 - 00:45,54221,57154
00:45 - 01:00,53497,56301
01:00 - 01:15,52922,55538
01:15 - 01:30,50584,55074
01:30 - 01:45,50044,54750
01:45 - 02:00,49774,54237
02:00 - 02:15,51182,54087
02:15 - 02:30,49140,53673
02:30 - 02:45,50409,53333
02:45 - 03:00,50276,52987
03:00 - 03:15,50104,53053
03:15 - 03:30,49759,52576
03:30 - 03:45,49675,52623
03:45 - 04:00,48463,52357
04:00 - 04:15,49266,52426
04:15 - 04:30,49154,52201
04:30 - 04:45,49185,52191
04:45 - 05:00,49244,52337
05:00 - 05:15,49058,52383
05:15 - 05:30,48999,51856
05:30 - 05:45,48888,51460
05:45 - 06:00,48305,51143
06:00 - 06:15,47583,50505
06:15 - 06:30,47882,50491
06:30 - 06:45,48042,50924
06:45 - 07:00,48427,52330
07:00 - 07:15,49413,53043
07:15 - 07:30,50067,53319
07:30 - 07:45,50646,53854
07:45 - 08:00,51215,54712
08:00 - 08:15,52271,55831
08:15 - 08:30,53339,56909
08:30 - 08:45,53814,58211
08:45 - 09:00,54752,59535
09:00 - 09:15,55752,60921
09:15 - 09:30,56822,61892
09:30 - 09:45,57402,62461
09:45 - 10:00,58085,63354
10:00 - 10:15,58751,64001
10:15 - 10:30,59889,64511
10:30 - 10:45,60353,65227
10:45 - 11:00,61536,65714
11:00 - 11:15,62303,66731
11:15 - 11:30,62665,67468
11:30 - 11:45,62401,67892
11:45 - 12:00,61960,67599
12:00 - 12:15,61801,67152
12:15 - 12:30,61250,67029
12:30 - 12:45,61250,66076
12:45 - 13:00,60507,65346
13:00 - 13:15,60283,64610
13:15 - 13:30,59970,64044
13:30 - 13:45,59579,63401
13:45 - 14:00,59059,62532
14:00 - 14:15,58817,62094
14:15 - 14:30,58403,61623
14:30 - 14:45,58048,61354
14:45 - 15:00,57482,61052
15:00 - 15:15,57766,60837
15:15 - 15:30,57392,60773
15:30 - 15:45,57289,60681
15:45 - 16:00,57191,60387
16:00 - 16:15,57532,60392
16:15 - 16:30,58127,60396
16:30 - 16:45,58250,60956
16:45 - 17:00,58919,61591
17:00 - 17:15,59917,62862
17:15 - 17:30,61448,64264
17:30 - 17:45,62681,66001
17:45 - 18:00,63580,67857
18:00 - 18:15,64541,70098
18:15 - 18:30,61474,70759
18:30 - 18:45,61560,70565
18:45 - 19:00,64975,70520
19:00 - 19:15,64793,70007
19:15 - 19:30,64213,69683
19:30 - 19:45,64103,69400
19:45 - 20:00,63137,68759
20:00 - 20:15,62300,68097
20:15 - 20:30,61249,67219
20:30 - 20:45,60259,66334
20:45 - 21:00,59323,65548
21:00 - 21:15,59051,65247
21:15 - 21:30,58784,65049
21:30 - 21:45,58624,65066
21:45 - 22:00,58696,65118
22:00 - 22:15,60050,66481
22:15 - 22:30,59789,66362
22:30 - 22:45,59046,65699
22:45 - 23:00,58235,64940
23:00 - 23:15,58408,63998
23:15 - 23:30,57438,63101
23:30 - 23:45,56522,62380
23:45 - 00:00,55961,61448
00:00 - 00:15,53771,60694
00:15 - 00:30,50129,60012
00:30 - 00:45,53026,59302
00:45 - 01:00,52353,58559
01:00 - 01:15,51273,58187
01:15 - 01:30,51377,57642
01:30 - 01:45,50441,57420
01:45 - 02:00,50903,57085
02:00 - 02:15,50786,56686
02:15 - 02:30,50461,56467
02:30 - 02:45,49601,56405
02:45 - 03:00,49515,56384
03:00 - 03:15,49609,56465
03:15 - 03:30,49631,56455
03:30 - 03:45,49753,56552
03:45 - 04:00,50059,56756
04:00 - 04:15,50548,56983
04:15 - 04:30,50898,57510
04:30 - 04:45,51527,58275
04:45 - 05:00,52186,58897
05:00 - 05:15,53560,60399
05:15 - 05:30,54289,61569
05:30 - 05:45,55407,62963
05:45 - 06:00,56679,64710
06:00 - 06:15,59126,68113
06:15 - 06:30,61649,71082
06:30 - 06:45,63613,73655
06:45 - 07:00,65167,75789
07:00 - 07:15,67941,78599
07:15 - 07:30,68992,80040
07:30 - 07:45,69915,80794
07:45 - 08:00,70749,81414
08:00 - 08:15,71902,82505
08:15 - 08:30,72593,83029
08:30 - 08:45,72800,83323
08:45 - 09:00,73166,83682
09:00 - 09:15,73301,83521
09:15 - 09:30,73657,83882
09:30 - 09:45,74241,84446
09:45 - 10:00,74595,85042
10:00 - 10:15,74578,85268
10:15 - 10:30,75030,85318
10:30 - 10:45,75782,85724
10:45 - 11:00,75840,86121
11:00 - 11:15,75789,86307
11:15 - 11:30,76212,86484
11:30 - 11:45,76384,86752
11:45 - 12:00,76293,86837
12:00 - 12:15,75796,86273
12:15 - 12:30,75885,85859
12:30 - 12:45,75572,85996
12:45 - 13:00,75353,86024
13:00 - 13:15,75438,86315
13:15 - 13:30,73324,85829
13:30 - 13:45,72853,85833
13:45 - 14:00,74148,85054
14:00 - 14:15,72219,85009
14:15 - 14:30,71871,84924
14:30 - 14:45,74109,84628
14:45 - 15:00,73819,83954
15:00 - 15:15,73566,83994
15:15 - 15:30,73255,83506
15:30 - 15:45,72741,82946
15:45 - 16:00,72265,82497
16:00 - 16:15,72124,82360
16:15 - 16:30,71901,82061
16:30 - 16:45,71819,81601
16:45 - 17:00,72036,82187
17:00 - 17:15,72946,82592
17:15 - 17:30,73765,83913
17:30 - 17:45,74814,84896
17:45 - 18:00,75602,85786
18:00 - 18:15,76004,86247
18:15 - 18:30,75175,85913
18:30 - 18:45,76262,86187
18:45 - 19:00,76387,85975
19:00 - 19:15,75985,85300
19:15 - 19:30,75061,84299
19:30 - 19:45,74770,83879
19:45 - 20:00,74014,83030
20:00 - 20:15,72421,81289
20:15 - 20:30,69971,79377
20:30 - 20:45,70000,78440
20:45 - 21:00,68731,77054
21:00 - 21:15,67930,76197
21:15 - 21:30,67427,75414
21:30 - 21:45,66646,74711
21:45 - 22:00,63395,73758
22:00 - 22:15,66099,73753
22:15 - 22:30,65396,72830
22:30 - 22:45,61897,71852
22:45 - 23:00,60560,70429
23:00 - 23:15,59691,68886
23:15 - 23:30,58569,67512
23:30 - 23:45,57499,66551
23:45 - 00:00,56688,65612
00:00 - 00:15,58725,63959
00:15 - 00:30,58417,63059
00:30 - 00:45,57916,62205
00:45 - 01:00,57320,61556
01:00 - 01:15,56627,61114
01:15 - 01:30,56137,60439
01:30 - 01:45,55924,59987
01:45 - 02:00,55562,59633
02:00 - 02:15,55171,59318
02:15 - 02:30,54733,58937
02:30 - 02:45,54882,58922
02:45 - 03:00,54803,58932
03:00 - 03:15,54707,58994
03:15 - 03:30,54931,59008
03:30 - 03:45,54961,59242
03:45 - 04:00,55237,59413
04:00 - 04:15,55807,59922
04:15 - 04:30,56050,60220
04:30 - 04:45,56564,60787
04:45 - 05:00,57274,61522
05:00 - 05:15,58628,63138
05:15 - 05:30,59350,63890
05:30 - 05:45,60566,64979
05:45 - 06:00,62272,66359
06:00 - 06:15,65015,69765
06:15 - 06:30,67514,72415
06:30 - 06:45,69665,74712
06:45 - 07:00,71593,77257
07:00 - 07:15,74452,79671
07:15 - 07:30,75613,80748
07:30 - 07:45,76073,81403
07:45 - 08:00,76614,82071
08:00 - 08:15,78269,83013
08:15 - 08:30,78295,83185
08:30 - 08:45,78171,83132
08:45 - 09:00,78505,83175
09:00 - 09:15,78535,82984
09:15 - 09:30,78298,83128
09:30 - 09:45,78754,83609
09:45 - 10:00,79258,84108
10:00 - 10:15,79304,84572
10:15 - 10:30,79117,84694
10:30 - 10:45,79797,84856
10:45 - 11:00,80099,84975
11:00 - 11:15,80727,85054
11:15 - 11:30,80589,85392
11:30 - 11:45,80713,85330
11:45 - 12:00,80656,85337
12:00 - 12:15,79721,85064
12:15 - 12:30,79640,84816
12:30 - 12:45,79752,85042
12:45 - 13:00,80230,84871
13:00 - 13:15,79878,85013
13:15 - 13:30,78962,84555
13:30 - 13:45,76900,84326
13:45 - 14:00,77550,83638
14:00 - 14:15,75984,83476
14:15 - 14:30,75628,83256
14:30 - 14:45,77566,82817
14:45 - 15:00,77085,82601
15:00 - 15:15,77013,82542
15:15 - 15:30,76911,82205
15:30 - 15:45,76734,81704
15:45 - 16:00,75620,81181
16:00 - 16:15,75923,80957
16:15 - 16:30,75512,80685
16:30 - 16:45,75227,80431
16:45 - 17:00,75523,80656
17:00 - 17:15,76195,81280
17:15 - 17:30,76864,82319
17:30 - 17:45,77800,83611
17:45 - 18:00,78820,84915
18:00 - 18:15,79107,85752
18:15 - 18:30,79148,85587
18:30 - 18:45,79483,85344
18:45 - 19:00,79567,85052
19:00 - 19:15,78970,84259
19:15 - 19:30,77625,83417
19:30 - 19:45,77098,82654
19:45 - 20:00,76218,81658
20:00 - 20:15,74560,80088
20:15 - 20:30,73208,78564
20:30 - 20:45,72138,77316
20:45 - 21:00,70971,75988
21:00 - 21:15,69795,75189
21:15 - 21:30,69262,74523
21:30 - 21:45,68284,73359
21:45 - 22:00,67134,72461
22:00 - 22:15,67492,72982
22:15 - 22:30,64246,72101
22:30 - 22:45,63183,70834
22:45 - 23:00,61847,69705
23:00 - 23:15,60965,68206
23:15 - 23:30,59874,66600
23:30 - 23:45,58789,65452
23:45 - 00:00,57931,64784
00:00 - 00:15,59976,63133
00:15 - 00:30,59045,62423
00:30 - 00:45,58442,61788
00:45 - 01:00,57775,61008
01:00 - 01:15,57133,60347
01:15 - 01:30,56533,59480
01:30 - 01:45,56410,59392
01:45 - 02:00,56016,59261
02:00 - 02:15,55559,58882
02:15 - 02:30,55235,58617
02:30 - 02:45,55402,58673
02:45 - 03:00,55642,58808
03:00 - 03:15,55476,58944
03:15 - 03:30,55668,58902
03:30 - 03:45,55805,59016
03:45 - 04:00,55842,59411
04:00 - 04:15,56433,59815
04:15 - 04:30,56385,60093
04:30 - 04:45,56828,60790
04:45 - 05:00,57805,61320
05:00 - 05:15,59021,62625
05:15 - 05:30,59568,63524
05:30 - 05:45,60613,64665
05:45 - 06:00,62097,65820
06:00 - 06:15,64954,68917
06:15 - 06:30,67275,71842
06:30 - 06:45,69592,74603
06:45 - 07:00,71734,76689
07:00 - 07:15,74381,78930
07:15 - 07:30,75402,80117
07:30 - 07:45,75796,80846
07:45 - 08:00,76702,81456
08:00 - 08:15,77781,82699
08:15 - 08:30,78067,83178
08:30 - 08:45,77924,83519
08:45 - 09:00,78296,83568
09:00 - 09:15,78033,83289
09:15 - 09:30,78002,83639
09:30 - 09:45,78697,83917
09:45 - 10:00,78863,84222
10:00 - 10:15,78618,84731
10:15 - 10:30,78935,84989
10:30 - 10:45,79377,85251
10:45 - 11:00,79619,85509
11:00 - 11:15,79905,85425
11:15 - 11:30,80048,85535
11:30 - 11:45,80130,85971
11:45 - 12:00,80262,85758
12:00 - 12:15,79589,85014
12:15 - 12:30,79668,84889
12:30 - 12:45,79181,84672
12:45 - 13:00,79109,84508
13:00 - 13:15,79121,84513
13:15 - 13:30,78828,84040
13:30 - 13:45,78207,83565
13:45 - 14:00,77909,82684
14:00 - 14:15,77528,82767
14:15 - 14:30,77212,82506
14:30 - 14:45,77391,82273
14:45 - 15:00,76707,82034
15:00 - 15:15,76751,81905
15:15 - 15:30,76930,81617
15:30 - 15:45,76369,81276
15:45 - 16:00,75770,80978
16:00 - 16:15,75667,80669
16:15 - 16:30,75175,80594
16:30 - 16:45,74956,80374
16:45 - 17:00,75267,80453
17:00 - 17:15,75740,81134
17:15 - 17:30,76855,82191
17:30 - 17:45,77586,83713
17:45 - 18:00,78348,84983
18:00 - 18:15,79203,86155
18:15 - 18:30,79412,86604
18:30 - 18:45,79680,86613
18:45 - 19:00,79519,86278
19:00 - 19:15,78515,85673
19:15 - 19:30,78386,84621
19:30 - 19:45,77912,83842
19:45 - 20:00,77113,83090
20:00 - 20:15,75418,81305
20:15 - 20:30,74456,79467
20:30 - 20:45,73081,78148
20:45 - 21:00,71708,77040
21:00 - 21:15,70764,76210
21:15 - 21:30,70334,75334
21:30 - 21:45,69249,74352
21:45 - 22:00,68184,73132
22:00 - 22:15,68376,74106
22:15 - 22:30,67745,73087
22:30 - 22:45,66471,71722
22:45 - 23:00,65135,70790
23:00 - 23:15,63884,69386
23:15 - 23:30,62885,67926
23:30 - 23:45,61916,66816
23:45 - 00:00,61905,65832
00:00 - 00:15,58952,64290
00:15 - 00:30,57017,63754
00:30 - 00:45,57375,63145
00:45 - 01:00,56693,62499
01:00 - 01:15,55968,61765
01:15 - 01:30,54952,61104
01:30 - 01:45,55214,61029
01:45 - 02:00,54956,60721
02:00 - 02:15,54617,60254
02:15 - 02:30,54280,60015
02:30 - 02:45,54279,59903
02:45 - 03:00,54407,59916
03:00 - 03:15,52970,60161
03:15 - 03:30,52955,60103
03:30 - 03:45,53196,60075
03:45 - 04:00,54739,60161
04:00 - 04:15,55060,60552
04:15 - 04:30,54035,60757
04:30 - 04:45,54582,61301
04:45 - 05:00,55099,61752
05:00 - 05:15,57484,62887
05:15 - 05:30,58111,63817
05:30 - 05:45,59089,64769
05:45 - 06:00,59409,66121
06:00 - 06:15,63241,69446
06:15 - 06:30,64536,72275
06:30 - 06:45,68238,74507
06:45 - 07:00,70320,76765
07:00 - 07:15,72761,79401
07:15 - 07:30,73975,80692
07:30 - 07:45,74825,81224
07:45 - 08:00,75438,81924
08:00 - 08:15,76285,83020
08:15 - 08:30,75538,83448
08:30 - 08:45,77013,83660
08:45 - 09:00,75791,83845
09:00 - 09:15,76674,83845
09:15 - 09:30,76904,84009
09:30 - 09:45,77310,84271
09:45 - 10:00,77565,84608
10:00 - 10:15,76534,84395
10:15 - 10:30,77729,84779
10:30 - 10:45,78135,84909
10:45 - 11:00,78282,85138
11:00 - 11:15,78324,85162
11:15 - 11:30,78552,85490
11:30 - 11:45,78578,85465
11:45 - 12:00,78653,85012
12:00 - 12:15,76988,84606
12:15 - 12:30,76592,84281
12:30 - 12:45,76568,83980
12:45 - 13:00,77995,83578
13:00 - 13:15,77831,83509
13:15 - 13:30,77281,83160
13:30 - 13:45,77221,82470
13:45 - 14:00,76313,81480
14:00 - 14:15,76334,81638
14:15 - 14:30,74375,81541
14:30 - 14:45,74554,81036
14:45 - 15:00,75544,80515
15:00 - 15:15,75493,80381
15:15 - 15:30,75082,80101
15:30 - 15:45,74692,79574
15:45 - 16:00,74255,79168
16:00 - 16:15,74018,78529
16:15 - 16:30,74049,78510
16:30 - 16:45,73439,78480
16:45 - 17:00,73732,78845
17:00 - 17:15,74628,79338
17:15 - 17:30,75210,80402
17:30 - 17:45,75927,81709
17:45 - 18:00,77501,83033
18:00 - 18:15,78397,84469
18:15 - 18:30,78529,84650
18:30 - 18:45,78226,84684
18:45 - 19:00,78346,84270
19:00 - 19:15,78377,83367
19:15 - 19:30,77546,82500
19:30 - 19:45,76849,81848
19:45 - 20:00,76137,81083
20:00 - 20:15,74677,79341
20:15 - 20:30,72668,77655
20:30 - 20:45,72089,76883
20:45 - 21:00,70892,75573
21:00 - 21:15,69391,74807
21:15 - 21:30,68735,73955
21:30 - 21:45,68152,73308
21:45 - 22:00,66900,72260
22:00 - 22:15,67253,72994
22:15 - 22:30,66447,72124
22:30 - 22:45,65213,71029
22:45 - 23:00,64009,69845
23:00 - 23:15,63069,68687
23:15 - 23:30,61970,67339
23:30 - 23:45,60991,66306
23:45 - 00:00,59990,65353
00:00 - 00:15,58703,64610
00:15 - 00:30,57570,63803
00:30 - 00:45,58097,62921
00:45 - 01:00,57522,62221
01:00 - 01:15,56804,61808
01:15 - 01:30,56188,60914
01:30 - 01:45,55081,60643
01:45 - 02:00,55699,60360
02:00 - 02:15,55168,60194
02:15 - 02:30,54905,59758
02:30 - 02:45,55093,59817
02:45 - 03:00,55021,59825
03:00 - 03:15,55058,59920
03:15 - 03:30,55011,59695
03:30 - 03:45,55270,59885
03:45 - 04:00,55392,59955
04:00 - 04:15,55663,60340
04:15 - 04:30,55897,60864
04:30 - 04:45,56349,61373
04:45 - 05:00,56761,61702
05:00 - 05:15,58096,62840
05:15 - 05:30,58815,63697
05:30 - 05:45,59903,64955
05:45 - 06:00,60984,65808
06:00 - 06:15,63618,68673
06:15 - 06:30,66113,71043
06:30 - 06:45,68427,73249
06:45 - 07:00,70319,75381
07:00 - 07:15,72905,77920
07:15 - 07:30,74103,78832
07:30 - 07:45,74990,79515
07:45 - 08:00,75733,80335
08:00 - 08:15,76689,81270
08:15 - 08:30,77101,81599
08:30 - 08:45,77267,82071
08:45 - 09:00,77371,82355
09:00 - 09:15,77086,82071
09:15 - 09:30,77357,82267
09:30 - 09:45,77878,82821
09:45 - 10:00,78043,83108
10:00 - 10:15,78322,82423
10:15 - 10:30,78395,82568
10:30 - 10:45,78625,82714
10:45 - 11:00,78929,82776
11:00 - 11:15,78917,83370
11:15 - 11:30,79035,83688
11:30 - 11:45,79113,83609
11:45 - 12:00,78986,83115
12:00 - 12:15,78468,82053
12:15 - 12:30,77957,81546
12:30 - 12:45,77768,81541
12:45 - 13:00,77672,80963
13:00 - 13:15,77283,80846
13:15 - 13:30,76549,80220
13:30 - 13:45,76033,79524
13:45 - 14:00,75201,78768
14:00 - 14:15,75077,78504
14:15 - 14:30,74497,78137
14:30 - 14:45,74376,77577
14:45 - 15:00,73816,77241
15:00 - 15:15,73929,77463
15:15 - 15:30,73557,76974
15:30 - 15:45,73305,76682
15:45 - 16:00,72703,76156
16:00 - 16:15,70668,76244
16:15 - 16:30,72459,76110
16:30 - 16:45,70684,75988
16:45 - 17:00,72668,76345
17:00 - 17:15,73399,76931
17:15 - 17:30,74080,77841
17:30 - 17:45,74719,79441
17:45 - 18:00,74169,81223
18:00 - 18:15,75692,82487
18:15 - 18:30,76543,82684
18:30 - 18:45,76736,82789
18:45 - 19:00,76657,82337
19:00 - 19:15,76269,81864
19:15 - 19:30,75542,81024
19:30 - 19:45,75636,80242
19:45 - 20:00,74774,79294
20:00 - 20:15,72540,77073
20:15 - 20:30,71126,75951
20:30 - 20:45,70627,74862
20:45 - 21:00,69257,73760
21:00 - 21:15,67772,72328
21:15 - 21:30,67348,71693
21:30 - 21:45,66716,70918
21:45 - 22:00,65346,70003
22:00 - 22:15,66329,70421
22:15 - 22:30,65636,69553
22:30 - 22:45,64278,68699
22:45 - 23:00,63454,67672
23:00 - 23:15,62481,66776
23:15 - 23:30,61324,65998
23:30 - 23:45,60086,65140
23:45 - 00:00,59109,63901
00:00 - 00:15,58673,63021
00:15 - 00:30,57788,62091
00:30 - 00:45,57168,61628
00:45 - 01:00,56613,60783
01:00 - 01:15,55997,59867
01:15 - 01:30,55267,59214
01:30 - 01:45,54913,58849
01:45 - 02:00,54486,58259
02:00 - 02:15,53964,57825
02:15 - 02:30,53375,57367
02:30 - 02:45,53368,57165
02:45 - 03:00,53229,57007
03:00 - 03:15,53161,56828
03:15 - 03:30,52907,56737
03:30 - 03:45,53109,56501
03:45 - 04:00,52857,56445
04:00 - 04:15,53176,56570
04:15 - 04:30,52252,56650
04:30 - 04:45,52345,56535
04:45 - 05:00,52466,56593
05:00 - 05:15,52771,56909
05:15 - 05:30,52832,56639
05:30 - 05:45,52861,56695
05:45 - 06:00,52931,56317
06:00 - 06:15,53059,56241
06:15 - 06:30,53725,56698
06:30 - 06:45,54299,57374
06:45 - 07:00,54912,58291
07:00 - 07:15,56460,59127
07:15 - 07:30,57407,59769
07:30 - 07:45,58038,60393
07:45 - 08:00,58845,61593
08:00 - 08:15,60225,63108
08:15 - 08:30,61263,64158
08:30 - 08:45,61827,65058
08:45 - 09:00,62658,66059
09:00 - 09:15,63528,67322
09:15 - 09:30,64102,67886
09:30 - 09:45,64741,68696
09:45 - 10:00,65328,69374
10:00 - 10:15,65825,69694
10:15 - 10:30,66253,69959
10:30 - 10:45,66456,70181
10:45 - 11:00,66397,70514
11:00 - 11:15,66695,70920
11:15 - 11:30,67339,71085
11:30 - 11:45,67151,71098
11:45 - 12:00,66778,70610
12:00 - 12:15,66648,70480
12:15 - 12:30,66390,70168
12:30 - 12:45,66221,69549
12:45 - 13:00,65540,68534
13:00 - 13:15,64906,67966
13:15 - 13:30,64370,67372
13:30 - 13:45,64119,66763
13:45 - 14:00,63218,65960
14:00 - 14:15,63091,65426
14:15 - 14:30,63098,65051
14:30 - 14:45,63103,64743
14:45 - 15:00,62640,64539
15:00 - 15:15,62708,64029
15:15 - 15:30,62699,63476
15:30 - 15:45,62702,63504
15:45 - 16:00,62264,63266
16:00 - 16:15,62538,63160
16:15 - 16:30,62860,63592
16:30 - 16:45,63106,63824
16:45 - 17:00,63220,64033
17:00 - 17:15,63926,65347
17:15 - 17:30,64905,66583
17:30 - 17:45,63138,68112
17:45 - 18:00,67378,70028
18:00 - 18:15,68242,71817
18:15 - 18:30,68533,72054
18:30 - 18:45,68656,72185
18:45 - 19:00,68672,71893
19:00 - 19:15,68230,71059
19:15 - 19:30,67594,70319
19:30 - 19:45,67163,69596
19:45 - 20:00,66188,68747
20:00 - 20:15,64703,67611
20:15 - 20:30,63332,66282
20:30 - 20:45,62071,65327
20:45 - 21:00,60891,64291
21:00 - 21:15,60445,63918
21:15 - 21:30,60129,63172
21:30 - 21:45,59311,62887
21:45 - 22:00,58902,62444
22:00 - 22:15,60236,63640
22:15 - 22:30,59977,63463
22:30 - 22:45,58799,62822
22:45 - 23:00,58034,62260
23:00 - 23:15,57051,61085
23:15 - 23:30,56120,60418
23:30 - 23:45,55220,59535
23:45 - 00:00,54781,58320
00:00 - 00:15,55492,57569
00:15 - 00:30,54216,56610
00:30 - 00:45,53473,56108
00:45 - 01:00,54476,55417
01:00 - 01:15,52391,54555
01:15 - 01:30,51804,54179
01:30 - 01:45,51313,53828
01:45 - 02:00,52300,53524
02:00 - 02:15,50495,53253
02:15 - 02:30,50102,53078
02:30 - 02:45,50390,52869
02:45 - 03:00,49714,52659
03:00 - 03:15,49602,52602
03:15 - 03:30,49542,52482
03:30 - 03:45,49866,52216
03:45 - 04:00,50046,52240
04:00 - 04:15,49648,52332
04:15 - 04:30,49859,52138
04:30 - 04:45,49860,52138
04:45 - 05:00,49814,52104
05:00 - 05:15,49652,52021
05:15 - 05:30,49482,51713
05:30 - 05:45,49384,51603
05:45 - 06:00,49181,51233
06:00 - 06:15,48780,50589
06:15 - 06:30,48280,50757
06:30 - 06:45,49723,51028
06:45 - 07:00,48580,51502
07:00 - 07:15,50674,52171
07:15 - 07:30,51331,52490
07:30 - 07:45,51741,52840
07:45 - 08:00,52303,53624
08:00 - 08:15,53328,54894
08:15 - 08:30,54076,56300
08:30 - 08:45,55201,57430
08:45 - 09:00,55959,58184
09:00 - 09:15,57148,59165
09:15 - 09:30,58228,60139
